,Name,Score,Qty
393,Maple Syrup Ingredients,False,1
394,May Contain Coconut,False,4
395,May Contain Egg,False,2
396,May Contain Gluten,False,17
397,May Contain Nitrates,False,1
398,May Contain Nitrites,False,1
399,May Contain Soybean,False,6
400,May Contain Sulfites,False,263
401,May Contain Wheat,False,18
402,Meat Ingredients and Egg GMO Risk Ingredients,False,3
403,Meat Poultry Seafood Ingredients,False,8
404,Milk Free,False,661
405,Milk GMO Risk Ingredients,False,15
406,Milk Ingredients,False,7
407,Mineral Salt Free,False,199
408,Mushroom Ingredients,False,1
409,Mushroom Ingredients,False,1
410,Mushrooms,False,1
411,Natural Flavor Free,False,632
412,Natural Preservative Free,False,25
413,NLEA 2018 Dietary Fiber,False,9
414,No Sodium Ingredients,False,21
415,Not Paleo Oils,False,100
416,Nut Ingredients,False,2
417,Nut Ingredients,False,2
418,Oil Ingredients,False,120
419,Olive Oils,False,33
420,Omega 3 - Supplemental,False,78
421,Omega 3 - Supplemental Ingredients,False,78
422,Omega 3 - Whole Food,False,11
423,Omega 3 - Whole Food Ingredients,False,11
424,Omega Ingredients,False,83
425,Onion Family Ingredients,False,137
426,Onion Ingredients,False,62
427,Onion spice ingredients,False,62
428,Oregano spice ingredients,False,10
429,Organic Ingredients,False,14
430,Paprika Spice,False,11
431,Parsley Ingredients,False,2
432,Parsley spice ingredients,False,2
433,Partially Hydrogenated Oil Ingredients,False,1
434,Pea Protein Ingredients,False,1
435,Pectin Ingredients,False,1
436,Pepper Ingredients,False,40
437,Pinenut Ingredients,False,2
438,Pinenut Ingredients,False,2
439,Pork Ingredients,False,2
440,Potatoes GMO Risk Ingredients,False,1
441,Preservative Free,False,24
442,Protein Group Ingredients,False,3
443,Raising Agent Free,False,373
444,Raisins Ingredients,False,2
445,"Raisins, Oatmeal",False,2
446,Rennet Ingredients,False,2
447,Riboflavin Ingredients,False,2
448,Rice Protein Ingredients,False,1
449,Rosemary Extract,False,1
450,Rosemary Ingredients,False,1
451,Rosemary Ingredients,False,1
452,Rosemary Ingredients,False,1
453,Safflower Oils,False,1
454,Sauce Ingredients,False,5
455,Sequestrant Free,False,206
456,Sesame Free,False,549
457,Sesame Oil Ingredients,False,1
458,Sesame Oil Ingredients,False,1
459,Sesame Oils,False,1
460,Sodium Ingredients Free,False,21
461,Soy GMO Risk Ingredients,False,37
462,Soy Protein Ingredients,False,5
463,Soybean Oils,False,34
464,Stabilizer Free,False,185
465,Starch Ingredients,False,13
466,Stuffing Ingredients,False,2
467,Sugar Ingredients,False,180
468,Sugar Substitute Ingredients,False,1
469,Sulfite Free,False,199
470,Sunflower Ingredients,False,29
471,Sunflower Oil Ingredients,False,29
472,Sunflower Oils,False,29
473,Superfood Ingredients,False,1
474,Superfruit Ingredients,False,1
475,Thickener Free,False,371
476,Tomato Ingredients,False,16
477,Tomato Sauce Ingredients,False,1
478,Tropical Fruit Ingredients,False,1
479,Tuna Ingredients,False,1
480,Turmeric Ingredients,False,51
481,Turmeric Spice,False,61
482,Vegan Ingredients,False,424
483,Vegetarian Ingredients,False,632
484,Vitamin C,False,38
485,Wheat Ingredients,False,4
486,Whey Ingredients,False,1
487,WIC Federal Added Oil HIG,False,120
488,Xanthan Gum Ingredients,False,12
489,Yeast Ingredients,False,4
490,Zucchini and Yellow Squash GMO Risk Ingredients,False,1
